"work_year","experience_level","employment_type","job_title","salary_in_usd","employee_residence","remote_ratio","company_location","company_size"
2022,"Senior/Expert","Full Time","Data Analyst",109280,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Engineer",128875,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Engineer",93700,"US","Remote","US","M"
2022,"Executive","Full Time","Head of Data Science",224000,"US","Remote","US","M"
2022,"Executive","Full Time","Head of Data Science",167875,"US","Remote","US","M"
2022,"Executive","Full Time","Analytics Engineer",175000,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Engineer",156600,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Engineer",108800,"US","Stationary","US","M"
2022,"Senior/Expert","Full Time","Data Scientist",95550,"US","Stationary","US","M"
2022,"Senior/Expert","Full Time","Data Engineer",113000,"US","Stationary","US","L"
2022,"Senior/Expert","Full Time","Data Analyst",135000,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Science Manager",161342,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Science Manager",137141,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Scientist",167000,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Scientist",123000,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Engineer",78526,"GB","Stationary","GB","M"
2022,"Senior/Expert","Full Time","Data Engineer",65438,"GB","Stationary","GB","M"
2022,"Senior/Expert","Full Time","Data Scientist",150000,"US","Stationary","US","M"
2022,"Senior/Expert","Full Time","Data Scientist",211500,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Architect",192400,"CA","Remote","CA","M"
2022,"Senior/Expert","Full Time","Data Architect",90700,"CA","Remote","CA","M"
2022,"Senior/Expert","Full Time","Data Analyst",130000,"CA","Remote","CA","M"
2022,"Senior/Expert","Full Time","Data Analyst",61300,"CA","Remote","CA","M"
2022,"Senior/Expert","Full Time","Data Analyst",130000,"CA","Remote","CA","M"
2022,"Senior/Expert","Full Time","Data Analyst",61300,"CA","Remote","CA","M"
2022,"Senior/Expert","Full Time","Data Engineer",160000,"US","Stationary","US","L"
2022,"Senior/Expert","Full Time","Data Scientist",138600,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Engineer",136000,"US","Stationary","US","M"
2022,"Mid-level","Full Time","Data Analyst",58000,"US","Stationary","US","S"
2022,"Executive","Full Time","Analytics Engineer",135000,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Scientist",170000,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Scientist",123000,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Machine Learning Engineer",189650,"US","Stationary","US","M"
2022,"Senior/Expert","Full Time","Machine Learning Engineer",164996,"US","Stationary","US","M"
2022,"Mid-level","Full Time","ETL Developer",54957,"GR","Stationary","GR","M"
2022,"Mid-level","Full Time","ETL Developer",54957,"GR","Stationary","GR","M"
2022,"Executive","Full Time","Lead Data Engineer",118187,"CA","Remote","CA","S"
2022,"Senior/Expert","Full Time","Data Analyst",132000,"US","Stationary","US","M"
2022,"Senior/Expert","Full Time","Data Engineer",165400,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Architect",208775,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Architect",147800,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Engineer",136994,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Engineer",101570,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Analyst",128875,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Analyst",93700,"US","Remote","US","M"
2022,"Executive","Full Time","Head of Machine Learning",79039,"IN","Partially remote","IN","L"
2022,"Senior/Expert","Full Time","Data Engineer",132320,"US","Remote","US","M"
2022,"Entry/Junior","Full Time","Machine Learning Engineer",37300,"GB","Remote","GB","L"
2022,"Senior/Expert","Full Time","Data Analyst",164000,"US","Stationary","US","M"
2022,"Senior/Expert","Full Time","Data Engineer",155000,"US","Remote","US","M"
2022,"Mid-level","Full Time","Machine Learning Engineer",124333,"GB","Stationary","GB","M"
2022,"Mid-level","Full Time","Machine Learning Engineer",98158,"GB","Stationary","GB","M"
2022,"Mid-level","Full Time","AI Scientist",120000,"US","Stationary","US","M"
2022,"Senior/Expert","Full Time","Data Analyst",112900,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Analyst",90320,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Analytics Manager",145000,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Analytics Manager",105400,"US","Remote","US","M"
2022,"Mid-level","Full Time","Machine Learning Engineer",87932,"FR","Remote","DE","M"
2022,"Mid-level","Full Time","Data Engineer",117789,"GB","Stationary","GB","M"
2022,"Senior/Expert","Full Time","Data Scientist",215300,"US","Remote","US","L"
2022,"Senior/Expert","Full Time","Data Scientist",158200,"US","Remote","US","L"
2022,"Senior/Expert","Full Time","Data Engineer",209100,"US","Remote","US","L"
2022,"Senior/Expert","Full Time","Data Engineer",154600,"US","Remote","US","L"
2022,"Senior/Expert","Full Time","Data Analyst",115934,"US","Stationary","US","M"
2022,"Senior/Expert","Full Time","Data Analyst",81666,"US","Stationary","US","M"
2022,"Senior/Expert","Full Time","Data Engineer",175000,"US","Remote","US","M"
2022,"Mid-level","Full Time","Data Engineer",98158,"GB","Stationary","GB","M"
2022,"Mid-level","Full Time","Data Analyst",58000,"US","Stationary","US","S"
2022,"Senior/Expert","Full Time","Data Engineer",183600,"US","Remote","US","L"
2022,"Mid-level","Full Time","Data Analyst",52351,"GB","Remote","GB","M"
2022,"Senior/Expert","Full Time","Data Scientist",180000,"US","Remote","US","M"
2022,"Mid-level","Full Time","Data Scientist",71982,"GB","Stationary","GB","M"
2022,"Mid-level","Full Time","Data Scientist",45807,"GB","Stationary","GB","M"
2022,"Mid-level","Full Time","Data Engineer",65949,"GR","Remote","GR","M"
2022,"Mid-level","Full Time","Data Engineer",49461,"GR","Remote","GR","M"
2022,"Mid-level","Full Time","Data Engineer",78526,"GB","Remote","GB","M"
2022,"Mid-level","Full Time","Data Engineer",58894,"GB","Remote","GB","M"
2022,"Senior/Expert","Full Time","Data Scientist",260000,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Science Engineer",60000,"AR","Remote","MX","L"
2022,"Mid-level","Full Time","Data Engineer",63900,"US","Stationary","US","M"
2022,"Mid-level","Full Time","Machine Learning Scientist",160000,"US","Remote","US","L"
2022,"Mid-level","Full Time","Machine Learning Scientist",112300,"US","Remote","US","L"
2022,"Mid-level","Full Time","Data Science Manager",241000,"US","Remote","US","M"
2022,"Mid-level","Full Time","Data Science Manager",159000,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Scientist",180000,"US","Stationary","US","M"
2022,"Senior/Expert","Full Time","Data Scientist",80000,"US","Stationary","US","M"
2022,"Mid-level","Full Time","Data Engineer",82900,"US","Stationary","US","M"
2022,"Senior/Expert","Full Time","Data Engineer",100800,"US","Remote","US","L"
2022,"Mid-level","Full Time","Data Engineer",49461,"ES","Remote","ES","M"
2022,"Senior/Expert","Full Time","Data Scientist",140400,"US","Stationary","US","L"
2022,"Mid-level","Full Time","Data Analyst",39263,"GB","Remote","GB","M"
2022,"Mid-level","Full Time","Data Analyst",43966,"ES","Remote","ES","M"
2022,"Mid-level","Full Time","Data Analyst",32974,"ES","Remote","ES","M"
2022,"Mid-level","Full Time","Data Engineer",87932,"ES","Remote","ES","M"
2022,"Mid-level","Full Time","Data Engineer",76940,"ES","Remote","ES","M"
2022,"Mid-level","Full Time","Data Engineer",104702,"GB","Remote","GB","M"
2022,"Mid-level","Full Time","Data Engineer",91614,"GB","Remote","GB","M"
2022,"Mid-level","Full Time","Data Engineer",65949,"ES","Remote","ES","M"
2022,"Mid-level","Full Time","Data Engineer",87932,"GR","Remote","GR","M"
2022,"Senior/Expert","Full Time","Machine Learning Engineer",189650,"US","Stationary","US","M"
2022,"Senior/Expert","Full Time","Machine Learning Engineer",164996,"US","Stationary","US","M"
2022,"Mid-level","Full Time","Data Analyst",43966,"GR","Remote","GR","M"
2022,"Mid-level","Full Time","Data Analyst",32974,"GR","Remote","GR","M"
2022,"Mid-level","Full Time","Data Engineer",98158,"GB","Remote","GB","M"
2022,"Mid-level","Full Time","Data Engineer",78526,"GB","Remote","GB","M"
2022,"Senior/Expert","Full Time","Data Scientist",215300,"US","Stationary","US","L"
2022,"Mid-level","Full Time","Data Engineer",76940,"GR","Remote","GR","M"
2022,"Senior/Expert","Full Time","Data Engineer",209100,"US","Remote","US","L"
2022,"Senior/Expert","Full Time","Data Engineer",154600,"US","Remote","US","L"
2022,"Senior/Expert","Full Time","Data Engineer",180000,"US","Remote","US","M"
2022,"Entry/Junior","Full Time","ML Engineer",21983,"PT","Remote","PT","L"
2022,"Senior/Expert","Full Time","Data Engineer",80000,"US","Remote","US","M"
2022,"Mid-level","Full Time","Machine Learning Developer",78791,"CA","Remote","CA","M"
2022,"Executive","Full Time","Director of Data Science",196979,"CA","Partially remote","CA","L"
2022,"Mid-level","Full Time","Machine Learning Engineer",120000,"US","Remote","US","S"
2022,"Entry/Junior","Full Time","Computer Vision Engineer",125000,"US","Stationary","US","M"
2022,"Mid-level","Full Time","NLP Engineer",37236,"US","Partially remote","US","L"
2022,"Senior/Expert","Full Time","Data Engineer",105000,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Lead Machine Learning Engineer",87932,"DE","Stationary","DE","M"
2022,"Mid-level","Full Time","Business Data Analyst",18442,"IN","Remote","IN","M"
2022,"Mid-level","Full Time","Data Scientist",31615,"IN","Remote","IN","L"
2022,"Mid-level","Full Time","Machine Learning Infrastructure Engineer",58255,"PT","Partially remote","PT","L"
2022,"Entry/Junior","Full Time","Financial Data Analyst",100000,"US","Partially remote","US","L"
2022,"Mid-level","Part Time","Data Engineer",54957,"DE","Partially remote","DE","L"
2022,"Entry/Junior","Full Time","Data Scientist",18442,"IN","Remote","IN","M"
2022,"Senior/Expert","Full Time","Principal Data Scientist",162674,"DE","Remote","DE","M"
2022,"Entry/Junior","Full Time","Data Engineer",120000,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Research Scientist",144000,"US","Partially remote","US","L"
2022,"Senior/Expert","Full Time","Data Scientist",104890,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Engineer",100000,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Scientist",140000,"US","Remote","US","M"
2022,"Mid-level","Full Time","Data Analyst",135000,"US","Remote","US","M"
2022,"Mid-level","Full Time","Data Analyst",50000,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Scientist",220000,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Scientist",140000,"US","Remote","US","M"
2022,"Mid-level","Full Time","Data Scientist",183228,"GB","Stationary","GB","M"
2022,"Mid-level","Full Time","Data Scientist",91614,"GB","Stationary","GB","M"
2022,"Senior/Expert","Full Time","Data Scientist",185100,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Machine Learning Engineer",220000,"US","Remote","US","M"
2022,"Mid-level","Full Time","Data Scientist",200000,"US","Remote","US","M"
2022,"Mid-level","Full Time","Data Scientist",120000,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Machine Learning Engineer",120000,"AE","Remote","AE","S"
2022,"Senior/Expert","Full Time","Machine Learning Engineer",65000,"AE","Remote","AE","S"
2022,"Executive","Full Time","Data Engineer",324000,"US","Remote","US","M"
2022,"Executive","Full Time","Data Engineer",216000,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Engineer",210000,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Machine Learning Engineer",120000,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Scientist",230000,"US","Remote","US","M"
2022,"Entry/Junior","Part Time","Data Scientist",100000,"DZ","Partially remote","DZ","M"
2022,"Mid-level","Freelance","Data Scientist",100000,"CA","Remote","US","M"
2022,"Entry/Junior","Contract","Applied Machine Learning Scientist",31875,"TN","Remote","CZ","M"
2022,"Senior/Expert","Full Time","Head of Data",200000,"MY","Remote","US","M"
2022,"Mid-level","Full Time","Principal Data Analyst",75000,"CA","Remote","CA","S"
2022,"Mid-level","Full Time","Data Scientist",35590,"PL","Remote","PL","L"
2022,"Senior/Expert","Full Time","Machine Learning Developer",78791,"CA","Remote","CA","M"
2022,"Senior/Expert","Full Time","Data Scientist",100000,"BR","Remote","US","M"
2022,"Mid-level","Full Time","Machine Learning Scientist",153000,"US","Partially remote","US","M"
2022,"Entry/Junior","Full Time","Data Engineer",58035,"PK","Remote","DE","M"
2022,"Senior/Expert","Full Time","Data Scientist",165000,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Research Scientist",93427,"FR","Partially remote","FR","L"
2022,"Entry/Junior","Full Time","Data Scientist",52396,"CA","Remote","CA","L"
2022,"Senior/Expert","Full Time","Machine Learning Engineer",62651,"NL","Remote","NL","L"
2022,"Mid-level","Full Time","Head of Data",32974,"EE","Remote","EE","S"
2022,"Entry/Junior","Full Time","Data Scientist",40000,"JP","Remote","MY","L"
2022,"Mid-level","Full Time","Machine Learning Engineer",87425,"AU","Remote","AU","L"
2022,"Senior/Expert","Full Time","Data Engineer",115000,"US","Remote","US","M"
2022,"Entry/Junior","Full Time","Data Scientist",86703,"AU","Partially remote","AU","M"
2022,"Mid-level","Full Time","Applied Machine Learning Scientist",75000,"BO","Remote","US","L"
2022,"Mid-level","Full Time","Research Scientist",64849,"AT","Stationary","AT","L"
2022,"Entry/Junior","Full Time","Research Scientist",120000,"US","Remote","US","L"
2022,"Mid-level","Full Time","Applied Data Scientist",157000,"US","Remote","US","L"
2022,"Entry/Junior","Full Time","Computer Vision Software Engineer",150000,"AU","Remote","AU","S"
2022,"Mid-level","Full Time","Business Data Analyst",70912,"CA","Partially remote","CA","L"
2022,"Entry/Junior","Full Time","Data Engineer",65000,"US","Remote","US","S"
2022,"Senior/Expert","Full Time","Machine Learning Engineer",71444,"IE","Remote","IE","S"
2022,"Entry/Junior","Full Time","Data Analytics Engineer",20000,"PK","Stationary","PK","M"
2022,"Mid-level","Full Time","Data Scientist",48000,"RU","Remote","US","S"
2022,"Senior/Expert","Full Time","Data Science Manager",152500,"US","Remote","US","M"
2022,"Mid-level","Full Time","Data Engineer",68147,"FR","Remote","FR","M"
2022,"Mid-level","Full Time","Data Scientist",122346,"CH","Stationary","CH","L"
2022,"Senior/Expert","Full Time","Applied Data Scientist",380000,"US","Remote","US","L"
2022,"Mid-level","Full Time","Data Scientist",69336,"CA","Remote","CA","M"
2022,"Entry/Junior","Full Time","Computer Vision Engineer",10000,"PT","Remote","LU","M"
2022,"Mid-level","Full Time","Data Analyst",20000,"GR","Remote","GR","S"
2022,"Senior/Expert","Full Time","Data Analytics Lead",405000,"US","Remote","US","L"
2022,"Mid-level","Full Time","Data Scientist",135000,"US","Remote","US","L"
2022,"Senior/Expert","Full Time","Applied Data Scientist",177000,"US","Remote","US","L"
2022,"Mid-level","Full Time","Data Scientist",78000,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Analyst",135000,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Analyst",100000,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Analyst",90320,"US","Remote","US","M"
2022,"Mid-level","Full Time","Data Analyst",85000,"CA","Stationary","CA","M"
2022,"Mid-level","Full Time","Data Analyst",75000,"CA","Stationary","CA","M"
2022,"Senior/Expert","Full Time","Machine Learning Engineer",214000,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Machine Learning Engineer",192600,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Architect",266400,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Architect",213120,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Analyst",112900,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Engineer",155000,"US","Remote","US","M"
2022,"Mid-level","Full Time","Data Scientist",141300,"US","Stationary","US","M"
2022,"Mid-level","Full Time","Data Scientist",102100,"US","Stationary","US","M"
2022,"Senior/Expert","Full Time","Data Analyst",115934,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Analyst",81666,"US","Remote","US","M"
2022,"Mid-level","Full Time","Data Engineer",206699,"US","Stationary","US","M"
2022,"Mid-level","Full Time","Data Engineer",99100,"US","Stationary","US","M"
2022,"Senior/Expert","Full Time","Data Engineer",130000,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Engineer",115000,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Engineer",110500,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Engineer",130000,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Analyst",99050,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Engineer",160000,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Scientist",205300,"US","Stationary","US","L"
2022,"Senior/Expert","Full Time","Data Scientist",140400,"US","Stationary","US","L"
2022,"Senior/Expert","Full Time","Data Scientist",176000,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Scientist",144000,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Engineer",200100,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Engineer",160000,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Engineer",145000,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Engineer",70500,"US","Stationary","US","M"
2022,"Senior/Expert","Full Time","Data Scientist",205300,"US","Stationary","US","M"
2022,"Senior/Expert","Full Time","Data Scientist",140400,"US","Stationary","US","M"
2022,"Senior/Expert","Full Time","Analytics Engineer",205300,"US","Stationary","US","M"
2022,"Senior/Expert","Full Time","Analytics Engineer",184700,"US","Stationary","US","M"
2022,"Senior/Expert","Full Time","Data Engineer",175100,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Engineer",140250,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Analyst",116150,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Engineer",54000,"US","Stationary","US","M"
2022,"Senior/Expert","Full Time","Data Analyst",170000,"US","Remote","US","M"
2022,"Mid-level","Full Time","Data Analyst",65438,"GB","Stationary","GB","M"
2022,"Senior/Expert","Full Time","Data Analyst",80000,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Scientist",140000,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Scientist",210000,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Scientist",140000,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Analyst",100000,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Analyst",69000,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Scientist",210000,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Scientist",140000,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Scientist",210000,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Analyst",150075,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Engineer",100000,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Engineer",25000,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Analyst",126500,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Analyst",106260,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Engineer",220110,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Engineer",160080,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Analyst",105000,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Analyst",110925,"US","Remote","US","M"
2022,"Mid-level","Full Time","Data Analyst",45807,"GB","Stationary","GB","M"
2022,"Senior/Expert","Full Time","Data Scientist",140000,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Analyst",99000,"US","Stationary","US","M"
2022,"Senior/Expert","Full Time","Data Analyst",60000,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Architect",192564,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Architect",144854,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Scientist",230000,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Scientist",150000,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Analytics Manager",150260,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Analytics Manager",109280,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Scientist",210000,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Analyst",170000,"US","Remote","US","M"
2022,"Mid-level","Full Time","Data Scientist",160000,"US","Remote","US","M"
2022,"Mid-level","Full Time","Data Scientist",130000,"US","Remote","US","M"
2022,"Entry/Junior","Full Time","Data Analyst",67000,"CA","Stationary","CA","M"
2022,"Entry/Junior","Full Time","Data Analyst",52000,"CA","Stationary","CA","M"
2022,"Senior/Expert","Full Time","Data Engineer",154000,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Engineer",126000,"US","Remote","US","M"
2022,"Senior/Expert","Full Time","Data Analyst",129000,"US","Stationary","US","M"
2022,"Senior/Expert","Full Time","Data Analyst",150000,"US","Remote","US","M"
2022,"Mid-level","Full Time","AI Scientist",200000,"IN","Remote","US","L"
